,name,raw_path,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,Richly detailed, Blurry and indistinct,Well-Lit Underwater,Underlit Underwater,Crystal-clear,Obscured and murky,Balanced Exposure,Backlit Subjects,Sharp Aquatic Details,Blurred Movement,Natural Ambient Light,Artificial Light
0,191_img_.png,./uieb_dataset/raw-890/191_img_.png,0.259765625,0.740234375,0.0089874267578125,0.9912109375,0.060089111328125,0.93994140625,0.414794921875,0.5849609375,0.20947265625,0.79052734375,0.5234375,0.4765625,0.97509765625,0.0247955322265625,0.92724609375,0.0726318359375
1,593_img_.png,./uieb_dataset/raw-890/593_img_.png,0.07806396484375,0.921875,0.2421875,0.7578125,0.093994140625,0.90576171875,0.392333984375,0.607421875,0.73095703125,0.26904296875,0.275146484375,0.72509765625,0.974609375,0.025177001953125,0.88232421875,0.1175537109375
2,678_img_.png,./uieb_dataset/raw-890/678_img_.png,0.9111328125,0.08880615234375,0.96337890625,0.036773681640625,0.36669921875,0.63330078125,0.515625,0.484375,0.841796875,0.158203125,0.08038330078125,0.91943359375,0.9794921875,0.0206451416015625,0.77978515625,0.219970703125
3,536_img_.png,./uieb_dataset/raw-890/536_img_.png,0.033599853515625,0.96630859375,0.445556640625,0.5546875,0.07476806640625,0.92529296875,0.381103515625,0.61865234375,0.84814453125,0.1519775390625,0.3486328125,0.6513671875,0.9716796875,0.0284423828125,0.86328125,0.1365966796875
4,584_img_.png,./uieb_dataset/raw-890/584_img_.png,0.2393798828125,0.7607421875,0.658203125,0.341552734375,0.043365478515625,0.95654296875,0.33447265625,0.66552734375,0.69287109375,0.307373046875,0.1688232421875,0.8310546875,0.9228515625,0.07696533203125,0.7431640625,0.2568359375
5,334_img_.png,./uieb_dataset/raw-890/334_img_.png,0.39599609375,0.60400390625,0.06854248046875,0.931640625,0.10089111328125,0.89892578125,0.57373046875,0.42626953125,0.7216796875,0.2783203125,0.966796875,0.0333251953125,0.95751953125,0.042724609375,0.484375,0.515625
6,312_img_.png,./uieb_dataset/raw-890/312_img_.png,0.1871337890625,0.81298828125,0.91845703125,0.08154296875,0.445556640625,0.5546875,0.43017578125,0.56982421875,0.87255859375,0.127685546875,0.281494140625,0.71875,0.91357421875,0.0863037109375,0.85595703125,0.1441650390625
7,437_img_.png,./uieb_dataset/raw-890/437_img_.png,0.01262664794921875,0.9873046875,0.103759765625,0.896484375,0.7880859375,0.2120361328125,0.307373046875,0.69287109375,0.03021240234375,0.9697265625,0.236572265625,0.763671875,0.98828125,0.011871337890625,0.662109375,0.338134765625
8,90_img_.png,./uieb_dataset/raw-890/90_img_.png,0.48828125,0.51171875,0.281494140625,0.71875,0.10089111328125,0.89892578125,0.49609375,0.50390625,0.8056640625,0.1943359375,0.1441650390625,0.85595703125,0.91845703125,0.08154296875,0.8310546875,0.1688232421875
9,242_img_.png,./uieb_dataset/raw-890/242_img_.png,0.07806396484375,0.921875,0.12249755859375,0.87744140625,0.021942138671875,0.97802734375,0.70263671875,0.29736328125,0.6298828125,0.3701171875,0.2147216796875,0.78515625,0.86865234375,0.1312255859375,0.79833984375,0.2017822265625
