,name,reference_path,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,Richly detailed, Blurry and indistinct,Well-Lit Underwater,Underlit Underwater,Crystal-clear,Obscured and murky,Balanced Exposure,Backlit Subjects,Sharp Aquatic Details,Blurred Movement,Natural Ambient Light,Artificial Light
0,191_img_.png,./uieb_dataset/reference-890/191_img_.png,0.184814453125,0.8154296875,0.0247955322265625,0.97509765625,0.06854248046875,0.931640625,0.5888671875,0.4111328125,0.453369140625,0.546875,0.615234375,0.385009765625,0.98291015625,0.017181396484375,0.865234375,0.134765625
1,593_img_.png,./uieb_dataset/reference-890/593_img_.png,0.1175537109375,0.88232421875,0.43408203125,0.56591796875,0.0838623046875,0.916015625,0.5546875,0.445556640625,0.51171875,0.48828125,0.29736328125,0.70263671875,0.92822265625,0.07159423828125,0.86865234375,0.1312255859375
2,678_img_.png,./uieb_dataset/reference-890/678_img_.png,0.93798828125,0.0618896484375,0.96142578125,0.0384521484375,0.355712890625,0.64404296875,0.67578125,0.32421875,0.880859375,0.11920166015625,0.1602783203125,0.83984375,0.97900390625,0.020965576171875,0.6689453125,0.3310546875
3,536_img_.png,./uieb_dataset/reference-890/536_img_.png,0.1422119140625,0.85791015625,0.291015625,0.708984375,0.08270263671875,0.91748046875,0.48046875,0.51953125,0.86328125,0.1365966796875,0.352294921875,0.64794921875,0.98193359375,0.0179901123046875,0.85400390625,0.1461181640625
4,584_img_.png,./uieb_dataset/reference-890/584_img_.png,0.036773681640625,0.96337890625,0.70556640625,0.294189453125,0.04400634765625,0.9560546875,0.810546875,0.1895751953125,0.5390625,0.4609375,0.17333984375,0.82666015625,0.8916015625,0.10821533203125,0.5546875,0.445556640625
5,334_img_.png,./uieb_dataset/reference-890/334_img_.png,0.50390625,0.49609375,0.037322998046875,0.962890625,0.0966796875,0.9033203125,0.5927734375,0.4072265625,0.73095703125,0.26904296875,0.9755859375,0.0244293212890625,0.90966796875,0.090087890625,0.6259765625,0.373779296875
6,312_img_.png,./uieb_dataset/reference-890/312_img_.png,0.204345703125,0.7958984375,0.92431640625,0.07586669921875,0.385009765625,0.615234375,0.4072265625,0.5927734375,0.888671875,0.11126708984375,0.1778564453125,0.822265625,0.89306640625,0.106689453125,0.89306640625,0.106689453125
7,437_img_.png,./uieb_dataset/reference-890/437_img_.png,0.06854248046875,0.931640625,0.04400634765625,0.9560546875,0.8154296875,0.184814453125,0.48046875,0.51953125,0.0154266357421875,0.984375,0.39599609375,0.60400390625,0.98095703125,0.0191192626953125,0.7431640625,0.2568359375
8,90_img_.png,./uieb_dataset/reference-890/90_img_.png,0.32763671875,0.67236328125,0.662109375,0.338134765625,0.5,0.5,0.67919921875,0.32080078125,0.81982421875,0.1800537109375,0.1710205078125,0.8291015625,0.9814453125,0.0185394287109375,0.751953125,0.248046875
9,242_img_.png,./uieb_dataset/reference-890/242_img_.png,0.0247955322265625,0.97509765625,0.1993408203125,0.80078125,0.041473388671875,0.95849609375,0.8671875,0.1329345703125,0.689453125,0.310791015625,0.204345703125,0.7958984375,0.966796875,0.0330810546875,0.66552734375,0.33447265625
10,817_img_.png,./uieb_dataset/reference-890/817_img_.png,0.92626953125,0.07366943359375,0.6689453125,0.3310546875,0.76611328125,0.2337646484375,0.740234375,0.259765625,0.85986328125,0.140380859375,0.7578125,0.2421875,0.99609375,0.003765106201171875,0.71875,0.281494140625
11,860_img_.png,./uieb_dataset/reference-890/860_img_.png,0.0574951171875,0.9423828125,0.59619140625,0.403564453125,0.56201171875,0.437744140625,0.381103515625,0.61865234375,0.8154296875,0.184814453125,0.43408203125,0.56591796875,0.99658203125,0.003650665283203125,0.22265625,0.77734375
12,9896.png,./uieb_dataset/reference-890/9896.png,0.2783203125,0.7216796875,0.8056640625,0.1943359375,0.16455078125,0.83544921875,0.8740234375,0.1259765625,0.71533203125,0.28466796875,0.6689453125,0.3310546875,0.9326171875,0.06756591796875,0.88232421875,0.1175537109375
13,433_img_.png,./uieb_dataset/reference-890/433_img_.png,0.2451171875,0.7548828125,0.219970703125,0.77978515625,0.7431640625,0.2568359375,0.6259765625,0.373779296875,0.48046875,0.51953125,0.0460205078125,0.9541015625,0.998046875,0.0020503997802734375,0.7607421875,0.2393798828125
14,919_img_.png,./uieb_dataset/reference-890/919_img_.png,0.49609375,0.50390625,0.96533203125,0.03460693359375,0.615234375,0.385009765625,0.65478515625,0.34521484375,0.8671875,0.1329345703125,0.287841796875,0.71240234375,0.978515625,0.0216217041015625,0.71875,0.281494140625
15,14_img_.png,./uieb_dataset/reference-890/14_img_.png,0.82421875,0.175537109375,0.86328125,0.1365966796875,0.385009765625,0.615234375,0.689453125,0.310791015625,0.9775390625,0.0222930908203125,0.10821533203125,0.8916015625,0.98583984375,0.0142822265625,0.7607421875,0.2393798828125
16,690_img_.png,./uieb_dataset/reference-890/690_img_.png,0.12420654296875,0.8759765625,0.953125,0.046722412109375,0.90966796875,0.090087890625,0.236572265625,0.763671875,0.53125,0.46875,0.0994873046875,0.900390625,0.99365234375,0.006488800048828125,0.658203125,0.341552734375
17,732_img_.png,./uieb_dataset/reference-890/732_img_.png,0.093994140625,0.90576171875,0.0863037109375,0.91357421875,0.08758544921875,0.91259765625,0.86865234375,0.1312255859375,0.85986328125,0.140380859375,0.61865234375,0.381103515625,0.94091796875,0.0592041015625,0.896484375,0.103759765625
18,821_img_.png,./uieb_dataset/reference-890/821_img_.png,0.82666015625,0.17333984375,0.106689453125,0.89306640625,0.740234375,0.259765625,0.4609375,0.5390625,0.204345703125,0.7958984375,0.64404296875,0.355712890625,0.9970703125,0.0028896331787109375,0.69580078125,0.303955078125
19,459_img_.png,./uieb_dataset/reference-890/459_img_.png,0.77978515625,0.219970703125,0.9560546875,0.04400634765625,0.7548828125,0.2451171875,0.6689453125,0.3310546875,0.88232421875,0.1175537109375,0.1666259765625,0.83349609375,0.98876953125,0.010986328125,0.79296875,0.2069091796875
20,165_img_.png,./uieb_dataset/reference-890/165_img_.png,0.31396484375,0.68603515625,0.85400390625,0.1461181640625,0.5234375,0.4765625,0.51953125,0.48046875,0.91943359375,0.08038330078125,0.0994873046875,0.900390625,0.98876953125,0.01132965087890625,0.85009765625,0.1500244140625
21,25_img_.png,./uieb_dataset/reference-890/25_img_.png,0.414794921875,0.5849609375,0.85791015625,0.1422119140625,0.10968017578125,0.89013671875,0.68603515625,0.31396484375,0.9306640625,0.06951904296875,0.2017822265625,0.79833984375,0.9345703125,0.06561279296875,0.87255859375,0.127685546875
22,114_img_.png,./uieb_dataset/reference-890/114_img_.png,0.57763671875,0.422607421875,0.958984375,0.04083251953125,0.9228515625,0.07696533203125,0.69580078125,0.303955078125,0.98046875,0.0194244384765625,0.294189453125,0.70556640625,0.9951171875,0.00498199462890625,0.8974609375,0.102294921875
23,223_img_.png,./uieb_dataset/reference-890/223_img_.png,0.134765625,0.865234375,0.19189453125,0.80810546875,0.4111328125,0.5888671875,0.53125,0.46875,0.85986328125,0.140380859375,0.158203125,0.841796875,0.98583984375,0.0142822265625,0.865234375,0.134765625
24,116_img_.png,./uieb_dataset/reference-890/116_img_.png,0.4111328125,0.5888671875,0.935546875,0.06463623046875,0.39990234375,0.60009765625,0.7744140625,0.2254638671875,0.93994140625,0.060089111328125,0.2509765625,0.7490234375,0.822265625,0.1778564453125,0.79052734375,0.20947265625
25,908_img_.png,./uieb_dataset/reference-890/908_img_.png,0.1561279296875,0.84375,0.042083740234375,0.9580078125,0.05108642578125,0.94873046875,0.77197265625,0.2281494140625,0.3310546875,0.6689453125,0.34521484375,0.65478515625,0.98974609375,0.01016998291015625,0.751953125,0.248046875
26,681_img_.png,./uieb_dataset/reference-890/681_img_.png,0.94482421875,0.05499267578125,0.94580078125,0.05419921875,0.307373046875,0.69287109375,0.546875,0.453369140625,0.615234375,0.385009765625,0.71875,0.281494140625,0.96435546875,0.035675048828125,0.822265625,0.1778564453125
27,402_img_.png,./uieb_dataset/reference-890/402_img_.png,0.5,0.5,0.219970703125,0.77978515625,0.07159423828125,0.92822265625,0.76611328125,0.2337646484375,0.87255859375,0.127685546875,0.88720703125,0.11279296875,0.8310546875,0.1688232421875,0.72802734375,0.27197265625
